Address,Street Name,Zip Code,City,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close
"Neumattstrasse 13-17, 5000 Aarau, Switzerland",Neumattstrasse 13-17,5000,Aarau,Switzerland,47.40146,8.06479,4.2,350,Lidl Schweiz,ChIJD1yC-Sc7kEcR_hiVPE0iiAQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Müllerenstrasse 5, 8604 Volketswil, Switzerland",Müllerenstrasse 5,8604,Volketswil,Switzerland,47.3790805,8.6771677,4.2,562,Lidl Schweiz,ChIJ26ZTxbyjmkcRIwZoIwuqZk0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2100,0730,2000,0730,2000,,
"Hofwiesenstrasse 350, 8050 Zürich, Switzerland",Hofwiesenstrasse 350,8050,Zürich,Switzerland,47.4105,8.54273,3.7,105,Lidl Schweiz,ChIJHa8zrMILkEcRN-g-c59BoPs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Wehntalerstrasse 625, 8046 Zürich, Switzerland",Wehntalerstrasse 625,8046,Zürich,Switzerland,47.4223919,8.499159600000002,4.1,118,Lidl Schweiz,ChIJseGe3eQLkEcR4zpsLTAFO8k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Rapidpl. 5, 8953 Dietikon, Switzerland",Rapidpl. 5,8953,Dietikon,Switzerland,47.4103875,8.4042018,4.1,429,Lidl Schweiz,ChIJjVeI37UNkEcRA_8EoOaFcpE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Bernstrasse 140, 4852 Rothrist, Switzerland",Bernstrasse 140,4852,Rothrist,Switzerland,47.305506,7.885352999999999,4.2,739,Lidl Schweiz,ChIJW6Y4KlAukEcRhIut3oV7YXA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Im Schörli 20, 8600 Dübendorf, Switzerland",Im Schörli 20,8600,Dübendorf,Switzerland,47.395218,8.6382266,4.1,546,Lidl,ChIJzwIBDXmhmkcR26Upx4vry2A,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2100,0730,2000,0730,2000,,
"Werkhofstrasse 29d, 4500 Solothurn, Switzerland",Werkhofstrasse 29d,4500,Solothurn,Switzerland,47.21164,7.53607,3.9,272,Lidl Schweiz,ChIJbaRtZXHXkUcRxfAX4NY3k_c,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,2100,0730,1830,0730,1800,,
"Rte de Neuchâtel 4B, 1032 Romanel-sur-Lausanne, Switzerland",Rte de Neuchâtel 4B,1032,Romanel-sur-Lausanne,Switzerland,46.5714975,6.605641699999999,4.0,904,Lidl,ChIJR7yc3D0yjEcR8bNZLIHfLh4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,1900,0700,1800,,
"Rue du Caudray 6, 1020 Renens, Switzerland",Rue du Caudray 6,1020,Renens,Switzerland,46.5323428,6.5880176,3.9,783,Lidl,ChIJueH8MbsxjEcRI7TNlbcAHHY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0700,1900,0700,1900,0700,1900,0700,1900,0700,1900,0700,1700,,
"Rue Saint-Martin 7, 1000 Lausanne, Switzerland",Rue Saint-Martin 7,1000,Lausanne,Switzerland,46.5220729,6.6368255,4.0,95,Lidl,ChIJZWJYlZovjEcRqd9Yrjdx894,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,1900,0730,1800,,
"Rte de Lausanne 4, 1400 Yverdon-les-Bains, Switzerland",Rte de Lausanne 4,1400,Yverdon-les-Bains,Switzerland,46.76866949999999,6.6519212,4.0,925,Lidl,ChIJ4-EC2L_PjUcR8NQe11mERZo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,1830,0730,1830,0730,1800,,
"Chem. de l'Esparcette 5, 1023 Crissier, Switzerland",Chem. de l'Esparcette 5,1023,Crissier,Switzerland,46.55352999999999,6.572940000000001,3.9,80,Lidl,ChIJe9y7C40xjEcRUXgDRtKEwfg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2100,0700,1800,,
"Chem. de Maillefer 38, 1052 Le Mont-sur-Lausanne, Switzerland",Chem. de Maillefer 38,1052,Le,Switzerland,46.54239,6.627759999999999,4.1,277,Lidl,ChIJY4jWpM4vjEcR-d0ABLDqpgE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0700,1900,0700,1900,0700,1900,0700,1900,0700,2000,0700,1800,,
"Rte d'Allaman 41, 1163 Etoy, Switzerland",Rte d'Allaman 41,1163,Etoy,Switzerland,46.4744,6.41372,4.1,623,Lidl,ChIJNe6unu1HjEcRMEx45KDJuf4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1900,,
"Av. du Mont-Blanc 35, 1196 Gland, Switzerland",Av. du Mont-Blanc 35,1196,Gland,Switzerland,46.415721,6.2732866,4.1,560,Lidl,ChIJU47ebXlDjEcR0M2GtS245So,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,1900,0730,1800,,
"Rue de Genève 33, 1003 Lausanne, Switzerland",Rue de Genève 33,1003,Lausanne,Switzerland,46.5222695,6.626017999999998,4.2,254,Lidl,ChIJre5pG7QvjEcRMPCwlVl74Ug,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,1900,0730,1800,,
"Rue de l'Ecluse 30/38, 2000 Neuchâtel, Switzerland",Rue de l'Ecluse 30/38,2000,Neuchâtel,Switzerland,46.99251,6.92434,4.0,618,Lidl Suisse,ChIJyzCWzA8KjkcRr1Zi69MO6BU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1800,,
"Chem. du Devin 17, 1510 Moudon, Switzerland",Chem. du Devin 17,1510,Moudon,Switzerland,46.6609826,6.795507199999999,4.3,114,Lidl Suisse,ChIJW2aUwDLVjUcRifgbYrPnyR0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Promenade de Castellane 8, 1110 Morges, Switzerland",Promenade de Castellane 8,1110,Morges,Switzerland,46.51176,6.495260000000001,3.5,75,Lidl,ChIJ8Z2Gihw3jEcRESczCyecPWQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0700,2100,0800,2100
"Charrière d'Estavayer 19, 1530 Payerne, Switzerland",Charrière d'Estavayer 19,1530,Payerne,Switzerland,46.82776,6.9289,3.9,687,Lidl Suisse,ChIJL573n_J2jkcRS-KRPFyKD48,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1700,,
"Rte de l'Ancienne Ferme 6, 1680 Romont, Switzerland",Rte de l'Ancienne Ferme 6,1680,Romont,Switzerland,46.68855,6.90796,4.0,42,Lidl Suisse,ChIJj47395J_jkcRBE3lPZ4aEaU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1600,,
"Chem. des Maladières 18, 2022 Bevaix, Switzerland",Chem. des Maladières 18,2022,Bevaix,Switzerland,46.9210731,6.806949700000001,4.1,70,Lidl Suisse,ChIJo4iFhOrfjUcRI9DHj83k1Lw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1800,,
"Fin de Mossard 3, 1796 Gurwolf, Switzerland",Fin de Mossard 3,1796,Gurwolf,Switzerland,46.91688360000001,7.1064344,4.1,471,Lidl,ChIJOza_5E5tjkcRR2JNOuRz74Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1600,,
"Bâtiment D, Place de la Gare 7/11, 1618 Châtel-Saint-Denis, Switzerland",Bâtiment D,1618,Châtel-Saint-Denis,Switzerland,46.52803,6.896420000000001,3.9,60,Lidl,ChIJc-8UQ0eFjkcR59JPqTR8HDk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0700,2000,0700,2000,0700,2000,0700,2000,0700,2100,0700,2000,,
"Förrlibuckstrasse 62, 8005 Zürich, Switzerland",Förrlibuckstrasse 62,8005,Zürich,Switzerland,47.39252,8.51569,3.9,181,Lidl Schweiz,ChIJyzfNMz8LkEcRQoUMrhNYjOA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Ohmstrasse 11, 8050 Zürich, Switzerland",Ohmstrasse 11,8050,Zürich,Switzerland,47.410385,8.545704100000002,4.1,901,Lidl Schweiz,ChIJU0W-noYKkEcRXJuSYfWbBR8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1800,,
"Grubenstrasse 28, 8045 Zürich, Switzerland",Grubenstrasse 28,8045,Zürich,Switzerland,47.3617687,8.51472,4.0,780,Lidl Schweiz,ChIJbRRqLvMJkEcR_mqMiGkBWaw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Ueberlandstrasse 381, 8051 Zürich, Switzerland",Ueberlandstrasse 381,8051,Zürich,Switzerland,47.40785260000001,8.585158000000003,4.1,615,Lidl,ChIJ_Ut8YlmgmkcRJF0zFEzklT8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0800,2000,0800,2000,0730,2100,0800,2100,0800,2000,,
"Zürcherstrasse 133, 8952 Schlieren, Switzerland",Zürcherstrasse 133,8952,Schlieren,Switzerland,47.3972215,8.4645022,3.3,96,Lidl,ChIJIxe2jTYLkEcRX-N7gHJO0_k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Schaffhauserstrasse 165, 8302 Kloten, Switzerland",Schaffhauserstrasse 165,8302,Kloten,Switzerland,47.45470330000001,8.579192899999999,4.1,875,Lidl,ChIJUcR7g--fmkcR-eAZgZ5IL-w,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Reitmenstrasse 5, 8952 Schlieren, Switzerland",Reitmenstrasse 5,8952,Schlieren,Switzerland,47.3993447,8.4324879,4.0,680,Lidl,ChIJLWHT12sMkEcRmSuzLQv5y5k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Aarauerstrasse 36, 5630 Muri, Switzerland",Aarauerstrasse 36,5630,Muri,Switzerland,47.2794,8.336179999999999,4.1,477,Lidl Schweiz,ChIJ4-CUczkFkEcRQQ6YYKc73s4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2100,0730,2000,,
"Wildeggerstrasse 5, 5702 Niederlenz, Switzerland",Wildeggerstrasse 5,5702,Niederlenz,Switzerland,47.40473,8.1732,4.2,195,Lidl Schweiz,ChIJl3GNYHYVkEcRvn9dqU4TSRQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Zentrumsstrasse, 8957 Spreitenbach, Switzerland",Zentrumsstrasse,8957,Spreitenbach,Switzerland,47.42061399999999,8.368946,3.8,111,Lidl,ChIJn_pw45sNkEcRkI8qS1afMbc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0800,2000,,
"Bullenbergstrasse 2, 5610 Wohlen, Switzerland",Bullenbergstrasse 2,5610,Wohlen,Switzerland,47.34803,8.26136,3.8,816,Lidl Schweiz,ChIJAbTsqiARkEcRusRZycBCJpc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Schwimmbadstrasse 29, 5430 Wettingen, Switzerland",Schwimmbadstrasse 29,5430,Wettingen,Switzerland,47.46167000000001,8.310730000000001,4.0,688,Lidl Schweiz,ChIJYUWPKzMTkEcREu1s6CbQcFs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Im Langacker 19, 5405 Baden, Switzerland",Im Langacker 19,5405,Baden,Switzerland,47.45650999999999,8.286830000000002,3.5,79,Lidl Schweiz,ChIJHRwe8_gTkEcRP1d4QE490Bc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Aarauerstrasse 52, 5734 Reinach, Switzerland",Aarauerstrasse 52,5734,Reinach,Switzerland,47.26448,8.176660000000002,3.7,112,Lidl Schweiz,ChIJE3CKIGsZkEcRn0nzWXeyxh0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Alte Bremgartenstrasse 10b, 8964 Rudolfstetten-Friedlisberg, Switzerland",Alte Bremgartenstrasse 10b,8964,Rudolfstetten-Friedlisberg,Switzerland,47.36864000000001,8.38021,4.2,145,Lidl Schweiz,ChIJWa7x5IwPkEcRpfuuhxnJ4yE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Bahnhofstrasse 31, 5400 Baden, Switzerland",Bahnhofstrasse 31,5400,Baden,Switzerland,47.47699189999999,8.3081245,3.9,103,Lidl Baden - Bahnhofsstrasse,ChIJnxrweQBtkEcRBgUo4_-RJ-M,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,,
"Nordstrasse 16/18, 4665 Oftringen, Switzerland",Nordstrasse 16/18,4665,Oftringen,Switzerland,47.30500999999999,7.92862,4.0,667,Lidl Schweiz,ChIJ5yzZy5EvkEcR3K5dnmKRvEw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Grütpark, Adlikerstrasse 295, 8105 Regensdorf, Switzerland",Grütpark,8105,Regensdorf,Switzerland,47.4443098,8.465036399999999,4.0,337,Lidl,ChIJLShbyakMkEcR_jalCAiE1Uc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Winznauerstrasse 99, 4632 Trimbach, Switzerland",Winznauerstrasse 99,4632,Trimbach,Switzerland,47.36601,7.907210000000001,4.2,360,Lidl Schweiz,ChIJg0NEOKwxkEcROghrkpu5a10,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,2000,0730,1830,0730,1800,,
"Neumarktpl. 2, 5200 Brugg, Switzerland",Neumarktpl. 2,5200,Brugg,Switzerland,47.4820199,8.2087003,3.9,73,Lidl Schweiz,ChIJmdia9WZrkEcRGqVuM_6Nkhc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,,
"Vorhard 14, 5312 Döttingen, Switzerland",Vorhard 14,5312,Döttingen,Switzerland,47.55696,8.250278999999999,4.2,377,Lidl Schweiz,ChIJW6XBppxpkEcRG4AKRAFSgik,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Via Serrai 8, 6592 Sant'Antonino, Switzerland",Via Serrai 8,6592,Sant'Antonino,Switzerland,46.1537044,8.965580500000002,4.2,642,Lidl,ChIJdZqQA2Y1hEcRZFjhH09BlwM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Viale C. Olgiati 44, 6512 Giubiasco, Switzerland",Viale C. Olgiati 44,6512,Giubiasco,Switzerland,46.18149709999999,9.0181395,4.0,438,Lidl,ChIJTe11Vj5KhEcRpYpXU6iYmI4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via la Santa 37, 6962 Lugano, Switzerland",Via la Santa 37,6962,Lugano,Switzerland,46.0125423,8.965496200000002,3.8,535,Lidl Schweiz,ChIJ8Y7rQfEzhEcRiPwhqKKgDZY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via S. Gottardo 56A, 6828 Balerna, Switzerland",Via S. Gottardo 56A,6828,Balerna,Switzerland,45.84635000000001,9.009639999999997,3.6,109,Lidl Svizzera,ChIJ12ZMCLyDhkcRD5xT-oRZzuU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1830,,
"Via Valle Maggia 15, 6600 Locarno, Switzerland",Via Valle Maggia 15,6600,Locarno,Switzerland,46.16947769999999,8.788029700000001,3.9,63,Lidl Svizzera,ChIJ-zqIBn3JhUcRxNkty_nrdo0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Danas 3, 6929 Gravesano, Switzerland",Via Danas 3,6929,Gravesano,Switzerland,46.04244000000001,8.923309999999999,4.0,733,Lidl,ChIJef_-A-gyhEcRfaA5P2MbOB0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via S. Gottardo 145, 6648 Minusio, Switzerland",Via S. Gottardo 145,6648,Minusio,Switzerland,46.17855,8.819729999999998,4.7,49,"Lidl, negozio alimentari",ChIJBxekvYa3hUcRosce-mn7q2o,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1830,,
"Via S. Gottardo 6, 6532 Arbedo-Castione, Switzerland",Via S. Gottardo 6,6532,Arbedo-Castione,Switzerland,46.22512,9.04294,4.1,463,Lidl,ChIJD16qyfpLhEcRWNzE_q6mQ3Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Giacomo Brentani 14, 6900 Lugano, Switzerland",Via Giacomo Brentani 14,6900,Lugano,Switzerland,46.01862999999999,8.960200000000002,2.8,20,Lidl,ChIJN0q-UkczhEcRFHRC-c1rMfQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Stefano Franscini 3, 6710 Biasca, Switzerland",Via Stefano Franscini 3,6710,Biasca,Switzerland,46.35184,8.972400000000002,4.0,318,Lidl,ChIJR33OrhithUcRm4H8jXkGXeM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1830,,
"Via Ferrera 108, 6612 Ascona, Switzerland",Via Ferrera 108,6612,Ascona,Switzerland,46.16391,8.77483,4.8,11,Lidl,ChIJDTT1GIDJhUcR7dFhYcvi1QY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Lerchenfeldstrasse 11, 9014 St. Gallen, Switzerland",Lerchenfeldstrasse 11,9014,St.,Switzerland,47.4131401,9.3395962,4.1,566,Lidl Schweiz,ChIJ5f1TAyjgmkcRVqjoSgo2C_c,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1700,,
"Rue de Lausanne 45-47, 1201 Genève, Switzerland",Rue de Lausanne 45-47,1201,Genève,Switzerland,46.2137803,6.145503599999999,4.1,1308,Lidl,ChIJc0jA_CBljEcRjh7AFUAg6VA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1930,0730,1800,,
"Rue Prévost-Martin 61, 1205 Genève, Switzerland",Rue Prévost-Martin 61,1205,Genève,Switzerland,46.1917846,6.1448424,4.0,925,Lidl,ChIJbW1zRtF6jEcR_QWSPjylGLE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2100,0800,1930,0800,1800,,
"Rte des Acacias 43, 1227 Genève, Switzerland",Rte des Acacias 43,1227,Genève,Switzerland,46.18945,6.131069999999999,4.3,65,Lidl,ChIJB64dgsN7jEcR0GEjPtYcQfY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1930,0730,1800,,
"Chem. de Mouille-Galand 1/5, 1214 Vernier, Switzerland",Chem. de Mouille-Galand 1/5,1214,Vernier,Switzerland,46.21379,6.078989999999999,4.1,122,Lidl,ChIJB6EhdlZjjEcRaSy6Puo6gOs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1930,0730,1800,,
"Rte de Chancy 71/77, 1213 Petit-Lancy, Switzerland",Rte de Chancy 71/77,1213,Petit-Lancy,Switzerland,46.18673,6.11055,4.1,579,Lidl,ChIJTYqE9kZ7jEcRvW02UbMh2oQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1930,0800,1930,0800,1800,,
"Säumergutstrasse 1, 8718 Schänis, Switzerland",Säumergutstrasse 1,8718,Schänis,Switzerland,47.15501289999999,9.0389096,4.1,364,Lidl Schweiz,ChIJRUxS_OvNmkcRQ9eOQqBQypQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Rte de Moutier 11b, 2800 Delémont, Switzerland",Rte de Moutier 11b,2800,Delémont,Switzerland,47.36283419999999,7.351260300000001,4.0,414,Lidl Schweiz,ChIJw-FrjdrnkUcRF0TfmWlJFZs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,2000,0730,1830,0730,1700,,
"Grand-Rue 64, 2732 Reconvilier, Switzerland",Grand-Rue 64,2732,Reconvilier,Switzerland,47.2347853,7.229090599999999,4.2,479,Lidl,ChIJJ74BcmzikUcRXcWpI98HQsw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2100,0730,1700,,
"Rue Industrielle 18, 2740 Moutier, Switzerland",Rue Industrielle 18,2740,Moutier,Switzerland,47.276202,7.365855000000002,4.2,180,Lidl Moutier,ChIJs-qdTg7fkUcRWHGpwW9viwU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Friedweg 8, 2503 Biel, Switzerland",Friedweg 8,2503,Biel,Switzerland,47.13135,7.253240000000001,4.0,562,Lidl Schweiz,ChIJ-SVkHEgZjkcR4KRqMVnVmRo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2100,0730,2000,0730,1700,,
"Grederstrasse 29, 4512 Bellach, Switzerland",Grederstrasse 29,4512,Bellach,Switzerland,47.21172560000001,7.510720000000002,4.0,353,Lidl Schweiz,ChIJVQ6elXLYkUcR5u7n4nf2GuU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,1830,0730,2100,0730,1800,,
