Address,Street Name,Zip Code,City,Canton,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Sunday_Open,Monday_Open,Tuesday_Open,Wednesday_Open,Thursday_Open,Friday_Open,Saturday_Open,Sunday_Close,Monday_Close,Tuesday_Close,Wednesday_Close,Thursday_Close,Friday_Close,Saturday_Close
"Oberwiesenstrasse 63, 8500 Frauenfeld, Switzerland",Oberwiesenstrasse 63,8500,Frauenfeld,Thurgau,Switzerland,47.5567425,8.8812994,4.2,175,Denner Discount,ChIJ6XU2aI2RmkcR46cp8OjTenw,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Zürcherstrasse 297, 8500 Frauenfeld, Switzerland",Zürcherstrasse 297,8500,Frauenfeld,Thurgau,Switzerland,47.5638606,8.9081643,4.2,126,Denner Discount,ChIJZa8DZRCSmkcRJLzUGMa9cso,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Konstanzerstrasse 28, 9512 Rossrüti, Switzerland",Konstanzerstrasse 28,9512,Rossrüti,St. Gallen,Switzerland,47.474162,9.0623052,4.5,135,Denner Partner,ChIJn9yQtuLrmkcRg_3RjYMr6K8,,0700,0700,0700,0700,0700,0700,,1900,1900,1900,1900,1900,1700
"Zürcherstrasse 65 / 67, 8500 Frauenfeld, Switzerland",Zürcherstrasse 65 / 67,8500,Frauenfeld,Thurgau,Switzerland,47.55267749999999,8.8843678,4.0,204,Denner Discount,ChIJvWm8po6RmkcRK7r-PNNL2iQ,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Tägerwilerstrasse 6, 8280 Kreuzlingen, Switzerland",Tägerwilerstrasse 6,8280,Kreuzlingen,Zürich,Switzerland,47.65558240000001,9.1635159,4.3,216,Denner Discount,ChIJ5bn8LN72mkcRK8_nhx6shmM,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,2000
"Weinfelderstrasse 13a, 9542 Münchwilen, Switzerland",Weinfelderstrasse 13a,9542,Münchwilen,Thurgau,Switzerland,47.4786544,8.999281000000002,4.4,141,Denner Express,ChIJXwiDbm_rmkcR1H1SzdvmIDc,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,1830,1700
"Hagenwilerstrasse 1, 8580 Amriswil, Switzerland",Hagenwilerstrasse 1,8580,Amriswil,Thurgau,Switzerland,47.543834,9.285908,4.3,379,Denner Discount,ChIJP4BuElXjmkcRprrhit0Xzto,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1900
"Amriswilerstrasse 12, 8570 Weinfelden, Switzerland",Amriswilerstrasse 12,8570,Weinfelden,Thurgau,Switzerland,47.56757959999999,9.1106765,4.1,97,Denner Discount,ChIJN8HwV-TxmkcRK0jh-GlYvBA,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1800
"Weststrasse 27 / 29, 8570 Weinfelden, Switzerland",Weststrasse 27 / 29,8570,Weinfelden,Thurgau,Switzerland,47.56747310000001,9.0942241,4.4,185,Denner Discount,ChIJT6NpifjxmkcRGHG_aM_JYLw,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1900
"Bahnhofpl. 72, 8500 Frauenfeld, Switzerland",Bahnhofpl. 72,8500,Frauenfeld,Thurgau,Switzerland,47.5572283,8.896273599999999,4.2,49,Denner Discount,ChIJW3rmgB-SmkcRbECCocS3GvE,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Wilerstrasse 6, 8370 Sirnach, Switzerland",Wilerstrasse 6,8370,Sirnach,Zürich,Switzerland,47.4616471,8.9986116,4.2,164,Denner Express,ChIJZQ4T2g_rmkcRJmdpDSrLVm8,,0700,0700,0700,0700,0700,0700,,1900,1900,1900,1900,1900,1800
"Hauptstrasse 63, 8280 Kreuzlingen, Switzerland",Hauptstrasse 63,8280,Kreuzlingen,Zürich,Switzerland,47.6480192,9.175355,4.2,49,Denner Discount,ChIJeQm9ISf3mkcRhKuBPxGMqT0,,0730,0730,0730,0730,0730,0730,,1900,1900,1900,1900,1900,1800
"Rütistrasse 10a, 8580 Amriswil, Switzerland",Rütistrasse 10a,8580,Amriswil,Thurgau,Switzerland,47.54676859999999,9.297696799999999,4.5,30,Denner Discount,ChIJ7agTfLL8mkcRpEp4_CcjH2k,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Bronschhoferstrasse 79, 9500 Wil, Switzerland",Bronschhoferstrasse 79,9500,Wil,Zürich,Switzerland,47.471755,9.039256000000002,4.2,140,Denner Express,ChIJxdMgpOzrmkcR0xVOHmbtg_o,,0700,0700,0700,0700,0700,0700,,1900,1900,1900,1900,1900,1600
"Bahnhofstrasse 2, 8355 Aadorf, Switzerland",Bahnhofstrasse 2,8355,Aadorf,Zürich,Switzerland,47.4902174,8.899577299999999,4.3,46,Denner Satellit,ChIJaSW8qXOUmkcRShk9Koz_o1w,,1400,1400,1400,1400,0800,0800,,1900,1900,1900,1900,1900,1700
"Bleichestrasse 15, 8280 Kreuzlingen, Switzerland",Bleichestrasse 15,8280,Kreuzlingen,Zürich,Switzerland,47.64194569999999,9.1961806,4.5,45,Denner Discount,ChIJLbFwm0j3mkcRS2hQQ57Cnug,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Herbergstrasse 11, 9524 Zuzwil, Switzerland",Herbergstrasse 11,9524,Zuzwil,Valais,Switzerland,47.47295829999999,9.1131052,4.5,94,Denner Partner,ChIJoaNWp0jpmkcRrnrwcaayNgA,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"J.-G. Müllerstrasse 2, 9500 Wil, Switzerland",J.-G. Müllerstrasse 2,9500,Wil,Zürich,Switzerland,47.465358,9.044412999999999,4.2,137,Denner Discount,ChIJJbxPbsLrmkcR2jMtZ_V4AYE,,0800,0800,0800,0800,0800,0800,,1900,2000,1900,1900,1900,1700
"Bahnhofstrasse 54, Einkaufszentrum Hubzelg, 8590 Romanshorn, Switzerland",Bahnhofstrasse 54,8590,Romanshorn,Thurgau,Switzerland,47.5640209,9.367966399999998,4.2,65,Denner Discount,ChIJl_rpyWz9mkcRwYn7BCoLnqg,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1800
"Ebnetstrasse 5, 8370 Sirnach, Switzerland",Ebnetstrasse 5,8370,Sirnach,Zürich,Switzerland,47.46882730000001,8.9927672,5.0,7,Denner Partner,ChIJCYniSG7rmkcRNJiZHCNTVno,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1800
"2 Graubünden CH, Promenade 108, 7270 Davos, Switzerland",2 Graubünden CH,7270,Davos,Graubünden,Switzerland,46.8020589,9.835107899999999,4.3,183,Denner Discount,ChIJzWwqs6SmhEcRWqf2_76fY10,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Kantonsstrasse 24, 7302 Landquart, Switzerland",Kantonsstrasse 24,7302,Landquart,Graubünden,Switzerland,46.9678261,9.5629501,4.3,194,Denner Discount,ChIJ87pOf_bJhEcRBwvWdG7vM-c,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Masanserstrasse 136, 7000 Chur, Switzerland",Masanserstrasse 136,7000,Chur,Graubünden,Switzerland,46.861573,9.534621399999999,4.2,168,Denner Discount,ChIJofx3fZzHhEcR_zau_CioB7E,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Kasernenstrasse 67, 7000 Chur, Switzerland",Kasernenstrasse 67,7000,Chur,Graubünden,Switzerland,46.8468713,9.521037699999997,4.2,165,Denner Discount,ChIJbWYdWm3HhEcRoLPZbDOdvbM,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Rheinfelsstrasse 1, 7000 Chur, Switzerland",Rheinfelsstrasse 1,7000,Chur,Graubünden,Switzerland,46.8504587,9.513280800000002,4.4,187,Denner Discount,ChIJIWGg8A7HhEcRsTl7CXNMgas,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Einkaufszentrum, Giacomettistrasse 34, 7000 Chur, Switzerland",Einkaufszentrum,7000,Chur,Graubünden,Switzerland,46.8596635,9.516648399999998,4.1,156,Denner Discount,ChIJF3kr3qbHhEcRH3d-ASxpPyg,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Gäuggelistrasse 28, 7000 Chur, Switzerland",Gäuggelistrasse 28,7000,Chur,Graubünden,Switzerland,46.85199840000001,9.527442899999997,3.6,35,Denner Discount,ChIJZ8moAHTHhEcRZY7hTl36g_I,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1800
"Via Nova 46, 7017 Flims, Switzerland",Via Nova 46,7017,Flims,Graubünden,Switzerland,46.8368828,9.2868081,4.4,145,Denner Express,ChIJSdJCj3fchEcRFpr5OoYBQpM,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1700
"Via la Val 1, 7013 Domat/Ems, Switzerland",Via la Val 1,7013,Domat/Ems,Graubünden,Switzerland,46.8377034,9.4652307,4.5,31,Denner Discount,ChIJIdsB2LjGhEcRRpG3iTphH8Q,,0700,0700,0700,0700,0700,0800,,1930,1930,1930,1930,2000,1830
"Poststrasse 4, 7130 Ilanz, Switzerland",Poststrasse 4,7130,Ilanz,Graubünden,Switzerland,46.77472299999999,9.207565299999999,4.1,7,Denner Express,ChIJx9xri7PfhEcRu11fxlt8m0A,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1700
"Röven 62, 7530 Zernez, Switzerland",Röven 62,7530,Zernez,Graubünden,Switzerland,46.6997173,10.0923384,3.8,89,Denner Partner,ChIJcWEV3a9Cg0cRIRM80qcJif4,,1330,1330,1330,1330,1330,1330,,1830,1830,1830,1830,1830,1700
"Dorfstrasse 2, 7220 Schiers, Switzerland",Dorfstrasse 2,7220,Schiers,Graubünden,Switzerland,46.969402,9.6846195,4.4,42,Denner Discount,ChIJK03M-we0hEcRl1Gtq6EwVQQ,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Montalinstrass 16, 7203 Trimmis, Switzerland",Montalinstrass 16,7203,Trimmis,Graubünden,Switzerland,46.9008276,9.5613064,4.2,55,Denner Satellit,ChIJJYN3Uh3IhEcRMIxDsAEOpEA,,1330,1330,1330,1330,1330,1330,,1900,1900,1900,1900,1900,1600
"Kornpl. 6, 7000 Chur, Switzerland",Kornpl. 6,7000,Chur,Graubünden,Switzerland,46.849196,9.531660500000001,4.1,138,Denner Express,ChIJFyG-8nDHhEcRgKZ4suUcm1U,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Torkelgasse 4, 7205 Zizers, Switzerland",Torkelgasse 4,7205,Zizers,Graubünden,Switzerland,46.9357515,9.564969099999999,4.2,94,Denner Partner,ChIJe_BSI9LJhEcRZ2LeYk0BqKU,,0700,0700,0700,0700,0700,0700,,1830,1830,1830,1830,1830,1700
"Pizolpark (Mels CH, Grossfeldstrasse 63, 8879 Mels, Switzerland",Pizolpark (Mels CH,8879,Mels,Zürich,Switzerland,47.0417364,9.4315375,4.1,100,Denner Discount,ChIJl-QqkGnNhEcRuHUD8f6thJo,,0830,0830,0830,0830,0830,0800,,1900,1900,1900,1900,2100,1700
"Isla 53, 7151 Schluein, Switzerland",Isla 53,7151,Schluein,Graubünden,Switzerland,46.7790922,9.222214,4.4,38,Denner Discount,ChIJf4PZng7ehEcR3ePYZqE6x2I,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,1700
"Cho d'Punt 7, 7503 Samedan, Switzerland",Cho d'Punt 7,7503,Samedan,Graubünden,Switzerland,46.531313,9.8748835,4.3,86,Denner Discount,ChIJ6emeY2F9g0cR5nrd_ZMrLZk,,0730,0730,0730,0730,0730,0730,,2000,2000,2000,2000,2000,1800
"Domleschgerstrasse 71, 7417 Domleschg, Switzerland",Domleschgerstrasse 71,7417,Domleschg,Graubünden,Switzerland,46.7494829,9.442106299999999,4.4,71,Denner Partner,ChIJ_Rh89N7BhEcRDsVAO7oKtCg,,1330,1330,1330,1330,1330,0730,,1830,1830,1830,1830,1830,1630
"Via Suro 2, 7403 Rhäzüns, Switzerland",Via Suro 2,7403,Rhäzüns,Graubünden,Switzerland,46.7992848,9.397731799999997,4.5,123,Denner Express,ChIJlbd_iLrDhEcR3429EvcjZOc,,0645,0645,0645,0645,0645,0645,,1900,1900,1900,1900,1900,1700
"Sälistrasse 21, 6005 Luzern, Switzerland",Sälistrasse 21,6005,Luzern,Luzern,Switzerland,47.045835,8.3007928,4.3,165,Denner Discount,ChIJfe08r6D7j0cRhKSEtMLtLes,,0700,0700,0700,0700,0700,0800,,1900,1900,1900,1900,2000,1700
"Moosmattstrasse 50/52, 6005 Luzern, Switzerland",Moosmattstrasse 50/52,6005,Luzern,Luzern,Switzerland,47.03799069999999,8.3041698,4.4,92,Denner Discount,ChIJs82g_br7j0cRC9NkL6e00gE,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,2100,1900,1700
"Brünigstrasse 16-18, 6005 Luzern, Switzerland",Brünigstrasse 16-18,6005,Luzern,Luzern,Switzerland,47.04300779999999,8.311259499999998,4.3,176,Denner Discount,ChIJn6CSzKT7j0cRZjrDjx54cSQ,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Langensandstrasse 23, 6005 Luzern, Switzerland",Langensandstrasse 23,6005,Luzern,Luzern,Switzerland,47.0373983,8.3282892,4.4,33,Denner Discount,ChIJHUICN8_7j0cRJrVv_Tih9YA,,0830,0830,0830,0830,0830,0800,,1900,1900,1900,1900,2100,1700
"Zürichstrasse 5, 6004 Luzern, Switzerland",Zürichstrasse 5,6004,Luzern,Luzern,Switzerland,47.0562064,8.3099972,4.3,131,Denner Discount,ChIJ3W6Xmpv7j0cR5NetgX452hk,,0730,0730,0730,0730,0730,0730,,1900,1900,1900,2100,1900,1700
"Bundesstrasse 12, 6003 Luzern, Switzerland",Bundesstrasse 12,6003,Luzern,Luzern,Switzerland,47.0436366,8.304750199999999,4.4,146,Denner Discount,ChIJfao0T6XGhEcRCQhChScyYFo,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Bernstrasse 110, 6003 Luzern, Switzerland",Bernstrasse 110,6003,Luzern,Luzern,Switzerland,47.0529538,8.282647899999999,4.3,95,Denner Express,ChIJadEJFWv7j0cREQSqwQLRjf4,,0700,0700,0700,0700,0700,0800,,1900,1900,1900,1900,1900,1700
"Grossmatte 2, 6014 Luzern, Switzerland",Grossmatte 2,6014,Luzern,Luzern,Switzerland,47.0490303,8.262545500000002,4.4,52,Denner Discount,ChIJHdHEt5L7j0cR91EYSMCsTRM,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Kreuzbuchstrasse 53, 6006 Luzern, Switzerland",Kreuzbuchstrasse 53,6006,Luzern,Luzern,Switzerland,47.05437320000001,8.339941999999999,4.4,64,Denner Discount,ChIJ-0b9x0n7j0cRxB50LII1c4c,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Einkaufszentrum Ruopigen-Märt, Ruopigenpl., 6015 Luzern, Switzerland",Einkaufszentrum Ruopigen-Märt,6015,Luzern,Luzern,Switzerland,47.0621351,8.2741501,4.1,18,Denner Discount,ChIJAQMAAF37j0cRB-cNVMHN4iQ,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Rüeggisingerstrasse 5, 6020 Luzern, Switzerland",Rüeggisingerstrasse 5,6020,Luzern,Luzern,Switzerland,47.07545,8.276899,4.1,178,Denner Discount,ChIJp1-kk6b8j0cRX0zzX0E9jKU,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Sonnenpl. 1, 6020 Emmen, Switzerland",Sonnenpl. 1,6020,Emmen,Luzern,Switzerland,47.0776824,8.275350999999999,4.2,83,Denner Discount,ChIJdx1e6qX8j0cRHTv9PXQ2stM,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Zentralstrasse 16, 6030 Ebikon, Switzerland",Zentralstrasse 16,6030,Ebikon,Luzern,Switzerland,47.0810855,8.340994799999999,4.0,81,Denner Discount,ChIJnQEAABT8j0cRDiQeaixddus,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Seetalstrasse 11, 6020 Emmen, Switzerland",Seetalstrasse 11,6020,Emmen,Luzern,Switzerland,47.070784,8.284159,4.2,82,Denner Discount,ChIJ8UFkA2D7j0cRhGTLOT_94q8,,0730,0730,0730,0730,0730,0730,,1900,1900,1900,1900,2100,1700
"Luzernerstrasse 78, 6010 Kriens, Switzerland",Luzernerstrasse 78,6010,Kriens,Luzern,Switzerland,47.0355687,8.290590599999998,4.4,147,Denner Express,ChIJ6aQL5QP7j0cRTT59QFGm2_Y,,0630,0630,0630,0630,0630,0630,,1900,1900,1900,1900,2000,1700
"Luzernerstrasse 28-30, 6010 Kriens, Switzerland",Luzernerstrasse 28-30,6010,Kriens,Luzern,Switzerland,47.0339349,8.282853700000002,4.3,120,Denner Discount,ChIJA8CtGx37j0cR4yPByJSNGMc,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Obernauerstrasse 38, 6010 Kriens, Switzerland",Obernauerstrasse 38,6010,Kriens,Luzern,Switzerland,47.0340664,8.2694174,4.3,235,Denner Partner,ChIJe5mwjCD7j0cRhEpcmV6_pIw,,0630,0630,0630,0630,0630,0730,,1900,1900,1900,1900,2000,1700
"Gemeindehauspl. 11, 6048 Horw, Switzerland",Gemeindehauspl. 11,6048,Horw,Luzern,Switzerland,47.01867619999999,8.3088173,4.3,112,Denner Discount,ChIJc7Ns3EX6j0cRUC9Y-3TnY-0,,0800,0800,0800,0800,0800,0730,,1900,1900,1900,1900,2000,1700
"Marktgasse 44, 3011 Bern, Switzerland",Marktgasse 44,3011,Bern,Bern,Switzerland,46.9482181,7.445017,4.3,149,Denner Discount,ChIJY22C1sA5jkcRPK4GRKgLw_w,,0900,0800,0800,0800,0800,0730,,1900,1900,1900,2000,2000,1800
"Seftigenstrasse 45, 3007 Bern, Switzerland",Seftigenstrasse 45,3007,Bern,Bern,Switzerland,46.9364747,7.432719700000001,4.2,207,Denner Discount,ChIJKzVagrM5jkcRCduscNYAflY,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Bärenpl. 8, 3011 Bern, Switzerland",Bärenpl. 8,3011,Bern,Bern,Switzerland,46.9475936,7.443342499999999,4.3,55,Denner Express,ChIJgZXmN8c5jkcRIm73CFWDbTo,,0900,0800,0800,0800,0800,0800,,1900,1900,1900,2000,2000,1700
"Schanzenstrasse 5, 3008 Bern, Switzerland",Schanzenstrasse 5,3008,Bern,Bern,Switzerland,46.9479748,7.4363272,4.0,23,Denner Express,ChIJ0TYVCfY5jkcRpy0X-2Uxacs,,0700,0700,0700,0700,0700,0700,,2000,2000,2000,2000,2000,1700
"Brunnmattstrasse 22-24, 3007 Bern, Switzerland",Brunnmattstrasse 22-24,3007,Bern,Bern,Switzerland,46.9448049,7.4269022,4.2,256,Denner Discount,ChIJMSx3dqU5jkcRxSTzcZN6V_4,,0700,0700,0700,0700,0700,0800,,2000,2000,2000,2000,2000,1700
"Scheibenstrasse 29, 3014 Bern, Switzerland",Scheibenstrasse 29,3014,Bern,Bern,Switzerland,46.9612749,7.453096499999999,4.2,181,Denner Discount,ChIJRXd_Pe45jkcRmIUtWOn9vk0,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Könizstrasse 13, 3008 Bern, Switzerland",Könizstrasse 13,3008,Bern,Bern,Switzerland,46.9438392,7.421057299999999,4.3,95,Denner Express,ChIJ41FFIqM5jkcRabhY9dF2WJ4,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Schmiedweg 3, 3013 Bern, Switzerland",Schmiedweg 3,3013,Bern,Bern,Switzerland,46.9580394,7.444509699999999,4.1,89,Denner Discount,ChIJ-e8cVJM5jkcRadwb8SAmxQM,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Jupiterstrasse 15, 3015 Bern, Switzerland",Jupiterstrasse 15,3015,Bern,Bern,Switzerland,46.9393666,7.481128999999999,4.0,53,Denner Discount,ChIJR_-qIXI3jkcR8fOo6kTYXR4,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Riedbachstrasse 100, 3027 Bern, Switzerland",Riedbachstrasse 100,3027,Bern,Bern,Switzerland,46.94529,7.373668700000001,4.2,85,Denner Discount,ChIJhzfEAS05jkcRfk4OTn8vP-4,,0900,0900,0900,0900,0900,0800,,2000,2000,2000,2000,2100,1700
"Riedbachstrasse 8, 3027 Bern, Switzerland",Riedbachstrasse 8,3027,Bern,Bern,Switzerland,46.9481836,7.3830847,3.9,95,Denner Discount,ChIJoY-aDjA5jkcRuriMFCXPNnQ,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Fellerstrasse 28, 3027 Bern, Switzerland",Fellerstrasse 28,3027,Bern,Bern,Switzerland,46.94715950000001,7.3895814,4.3,114,Denner Discount,ChIJtaOCpTw5jkcRqSzxk7emzoI,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,1900,1700
"Mädergutstrasse 5, 3018 Bern, Switzerland",Mädergutstrasse 5,3018,Bern,Bern,Switzerland,46.93718210000001,7.387025200000002,4.3,103,Denner Discount,ChIJvbfXVCc5jkcRF67SUsVSA5k,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,1830,1700
"Bottigenstrasse 7/9, 3018 Bern, Switzerland",Bottigenstrasse 7/9,3018,Bern,Bern,Switzerland,46.9392952,7.389896799999999,4.3,138,Denner Discount,ChIJx3AiVSA5jkcRwglJ8XIA4yg,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Zähringerstrasse 43, 3012 Bern, Switzerland",Zähringerstrasse 43,3012,Bern,Bern,Switzerland,46.9553308,7.434006200000002,4.3,15,Denner Bibite,ChIJswEAAJw5jkcRXhU7hrLWuqo,,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2100,1700
"Kalchackerstrasse 9, 3047 Bremgarten bei Bern, Switzerland",Kalchackerstrasse 9,3047,Bremgarten,Bern,Switzerland,46.97543069999999,7.4377931,4.3,38,Denner Discount,ChIJTcPseCg6jkcRFlo0idnnjYc,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Seftigenstrasse 368, 3084 Wabern bei Bern, Switzerland",Seftigenstrasse 368,3084,Wabern,Bern,Switzerland,46.9224696,7.459706499999999,4.3,60,Denner Discount,ChIJVeEp5Yc3jkcRuDCaLzZbq3M,,0800,0800,0800,0800,0800,0730,,1900,1900,1900,2000,2000,1800
"Turbenweg 2, 3073 Muri bei Bern, Switzerland",Turbenweg 2,3073,Muri,Bern,Switzerland,46.93283,7.5040361,4.1,111,Denner Discount,ChIJi6nkFQE3jkcRc6kxDIgOgqI,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2100,1700
"Kappelenring 2, 3032 Wohlen bei Bern, Switzerland",Kappelenring 2,3032,Wohlen,Bern,Switzerland,46.9669789,7.376677799999999,4.1,22,Denner Discount,ChIJ-7uRVE05jkcR6EZCM3qd4Fo,,0800,0800,0800,0800,0800,0730,,1900,1900,1900,2000,2000,1700
"Schwarzenburgstrasse 247, 3098 Köniz, Switzerland",Schwarzenburgstrasse 247,3098,Köniz,Bern,Switzerland,46.9247728,7.416737400000001,4.2,160,Denner Discount,ChIJVXCCmlc4jkcRVtGh8_O7euo,,0800,0800,0800,0800,0800,0800,,1900,1900,1900,1900,2000,1700
"Rte Cantonale 21, 1897 Port-Valais, Switzerland",Rte Cantonale 21,1897,Port-Valais,Valais,Switzerland,46.38432660000001,6.8535544,4.1,177,Denner Satellit,ChIJo6eC6qeejkcRXUk2K9srjU0,0800,0730,0730,0730,0730,0730,0800,1300,1845,1845,1845,1845,1845,1800
"Rte des Rottes, 1964 Conthey, Switzerland",Rte des Rottes,1964,Conthey,Valais,Switzerland,46.22291499999999,7.302640100000001,4.1,316,Denner Discount,ChIJU5c6OL7cjkcRymoqFQsPOwk,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,2000,1700
"Rue de la Potence 8, 3960 Sierre, Switzerland",Rue de la Potence 8,3960,Sierre,Valais,Switzerland,46.28230190000001,7.512629099999999,4.2,328,Denner Discount,ChIJ_X-obpofj0cRKGh6S5Yl0s4,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,2000,1700
"Av. du Général Guisan 19, 3960 Sierre, Switzerland",Av. du Général Guisan 19,3960,Sierre,Valais,Switzerland,46.2921638,7.530117300000002,4.2,150,Denner Discount,ChIJddaI4wsfj0cR5O8C_XkVSwg,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,2000,1700
"Rue de la Dixence 49/51, 1950 Sion, Switzerland",Rue de la Dixence 49/51,1950,Sion,Valais,Switzerland,46.22923899999999,7.368167000000001,4.3,274,Denner Discount,ChIJ69vxsifcjkcRz5ROMa7VUew,,0730,0730,0730,0730,0730,0730,,1830,1830,1830,1830,1830,1700
"Rte de Sion 29, 3960 Sierre, Switzerland",Rte de Sion 29,3960,Sierre,Valais,Switzerland,46.2901734,7.525286899999999,4.3,233,Denner Discount,ChIJ8aoMgQofj0cR5qV4JiO-JGA,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,1830,1700
"Av. du Grand-Champsec 30, 1950 Sion, Switzerland",Av. du Grand-Champsec 30,1950,Sion,Valais,Switzerland,46.23128819999999,7.3842468,4.4,48,Denner Discount,ChIJ9yAmmY_ejkcRag3oyjb96Xk,,0730,0730,0730,0730,0730,0730,,1830,1830,1830,1830,2000,1800
"Av. de Fully 63, 1920 Martigny, Switzerland",Av. de Fully 63,1920,Martigny,Valais,Switzerland,46.1122702,7.0766325,4.2,29,Denner Discount,ChIJFVJJNC7IjkcRi5lVOse0pdg,,0830,0830,0830,0830,0830,0800,,1830,1830,1830,1830,2000,1700
"Rue des Creusets 7, 1950 Sion, Switzerland",Rue des Creusets 7,1950,Sion,Valais,Switzerland,46.2304869,7.360401200000001,4.2,257,Denner Express,ChIJzwKOSyXcjkcRsid9hK3Oo6M,,0730,0730,0730,0730,0730,0730,,1830,1830,1830,1830,2000,1700
"Rue du Simplon 37, Centre Martigny Vorzier 2, Rue du Simplon 37, 1920 Martigny, Switzerland",Rue du Simplon 37,1920,Martigny,Valais,Switzerland,46.1068538,7.085874,4.2,254,Denner Discount,ChIJL5qJkzXIjkcRb1MHECXzP3s,,0730,0730,0730,0730,0730,0730,,1830,1830,1830,1830,2000,1700
"Rue du Village 16, 1908 Riddes, Switzerland",Rue du Village 16,1908,Riddes,Valais,Switzerland,46.172411,7.222162699999999,3.7,96,Denner Express,ChIJyUpa0gHFjkcRsa7HIHf7Tk0,,0730,0730,0730,0730,0730,0730,,1830,1830,1830,1830,1900,1700
"Rte d'Hérémence 2, 1981 Vex, Switzerland",Rte d'Hérémence 2,1981,Vex,Valais,Switzerland,46.21130709999999,7.3979006,4.1,55,Denner Satellit,ChIJAQAAANTejkcRFVj-SvBsilc,0730,1400,1400,1400,1400,1400,1400,1200,1830,1830,1830,1830,1830,1700
"Av. de la Gare 26, 1870 Monthey, Switzerland",Av. de la Gare 26,1870,Monthey,Valais,Switzerland,46.2537121,6.950893699999999,4.1,91,Denner Discount,ChIJPT4XUO68jkcR-6qEhUEGdgo,,0800,0800,0800,0800,0800,0800,,1830,1830,1830,1830,2000,1700
