Address,Street Name,Zip Code,City,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close
"Rue des Terreaux 25, 1003 Lausanne, Switzerland",Rue des Terreaux 25,1003,Lausanne,Switzerland,46.52244399999999,6.627460799999999,3.6,67,Aldi,ChIJldhOan4vjEcRv0R1bAR36NE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1800,,
"Chemin des Taborneires 6, 1350 Orbe, Switzerland",Chemin des Taborneires 6,1350,Orbe,Switzerland,46.7194096,6.546114299999999,4.1,817,ALDI SUISSE Orbe,ChIJsZDT0GDJjUcRi4lKEy0K8aU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1830,0800,1830,0800,1830,0800,1830,0800,2000,0800,1700,,
"En Chamard 44, 1442 Montagny-près-Yverdon, Switzerland",En Chamard 44,1442,Montagny-près-Yverdon,Switzerland,46.79124289999999,6.6220443,4.0,810,ALDI SUISSE Montagny-près-Yverdon,ChIJ74yRUIjFjUcRDM_P0UWVcpM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1900,0800,2000,0800,1800,,
"Rte de Lausanne 1, 1610 Châtillens, Switzerland",Rte de Lausanne 1,1610,Châtillens,Switzerland,46.5703402,6.8172508,4.2,764,ALDI SUISSE Châtillens,ChIJl6T2DN-BjkcRr3T0PxH6K4Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1900,0800,1900,0800,1800,,
"Rte de l'Industrie 7, 1680 Romont, Switzerland",Rte de l'Industrie 7,1680,Romont,Switzerland,46.6873745,6.908287700000001,4.1,542,ALDI,ChIJKfcppMl-jkcRIe1ns9oXrrc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1900,0800,2000,0800,1600,,
"Z.I. La Palaz B8, 1530 Payerne, Switzerland",Z.I. La Palaz B8,1530,Payerne,Switzerland,46.8262125,6.927516699999999,4.1,725,ALDI SUISSE Payerne,ChIJwfH4E-52jkcRPSmVXf0DbAs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1700,,
"Rte de Saint-Loup 2, 1290 Versoix, Switzerland",Rte de Saint-Loup 2,1290,Versoix,Switzerland,46.2794136,6.165204999999998,4.2,205,ALDI SUISSE Versoix,ChIJWzrXxd9njEcRrAsuOE5tJ-4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2000,0800,1900,0800,1800,,
"Albisstrasse 81, 8038 Zürich, Switzerland",Albisstrasse 81,8038,Zürich,Switzerland,47.3409069,8.5306032,4.4,297,ALDI SUISSE,ChIJgftGuzAJkEcRnHASrlZ4gYU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Mythenquai 353, 8038 Zürich, Switzerland",Mythenquai 353,8038,Zürich,Switzerland,47.3454582,8.534743799999998,4.8,13,ALDI SUISSE,ChIJQf44-eWnmkcRiB-wSX3t_k8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,0730,2100,,
"Wehntalerstrasse 634, 8046 Zürich, Switzerland",Wehntalerstrasse 634,8046,Zürich,Switzerland,47.42319,8.4994569,5.0,7,ALDI SUISSE,ChIJYev_rjALkEcRs4pt1dyl9Fc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Dietlimoosplatz 1, 8134 Adliswil, Switzerland",Dietlimoosplatz 1,8134,Adliswil,Switzerland,47.32216049999999,8.529346199999997,4.4,60,ALDI SUISSE,ChIJNfdm5i2nmkcRADcuUzDZoAk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Industriestrasse 1, 5000 Aarau, Switzerland",Industriestrasse 1,5000,Aarau,Switzerland,47.3924285,8.0583125,4.1,424,ALDI SUISSE,ChIJZ_ke-_k7kEcR5QRqgb5vOII,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0900,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,1800,,
"Birmenstorferstrasse 1, 5442 Fislisbach, Switzerland",Birmenstorferstrasse 1,5442,Fislisbach,Switzerland,47.4385121,8.291381300000001,4.3,603,ALDI SUISSE,ChIJgZmrA20TkEcRQUhbMopzdCQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Lenzburgerstrasse 2, 5702 Niederlenz, Switzerland",Lenzburgerstrasse 2,5702,Niederlenz,Switzerland,47.3978257,8.1782268,4.2,644,ALDI Niederlenz,ChIJWYgdtPoVkEcRhk_LhR_4uRU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Spitalweidstrasse 1, 4665 Oftringen, Switzerland",Spitalweidstrasse 1,4665,Oftringen,Switzerland,47.3067133,7.925871099999999,4.4,385,ALDI SUISSE,ChIJH5iSaZEvkEcR-MwlPfubFj4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1900,,
"Mattenfeldstrasse 1, 5734 Reinach, Switzerland",Mattenfeldstrasse 1,5734,Reinach,Switzerland,47.262388,8.175683,4.2,764,ALDI SUISSE,ChIJQQxnZhwZkEcRqeGXPGciUqI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Lägernstrasse 5, 5610 Wohlen, Switzerland",Lägernstrasse 5,5610,Wohlen,Switzerland,47.35840349999999,8.272752399999998,4.2,729,ALDI SUISSE,ChIJV13FuBcRkEcRv_QTRxrhZ7c,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Fabrikweg 16, 5033 Buchs, Switzerland",Fabrikweg 16,5033,Buchs,Switzerland,47.3873354,8.081540900000002,4.2,403,ALDI,ChIJodxo3BY8kEcR_zB0lG958Gk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Grenzweg 3, 5612 Villmergen, Switzerland",Grenzweg 3,5612,Villmergen,Switzerland,47.3497923,8.2587294,4.2,621,ALDI SUISSE,ChIJe-tyqicRkEcR1Zc4xJOivyY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Feldstrasse 5, 5036 Oberentfelden, Switzerland",Feldstrasse 5,5036,Oberentfelden,Switzerland,47.357478,8.0559677,4.1,647,ALDI SUISSE,ChIJfY4bKYI8kEcRkUPJ9JTrDU8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Landstrasse 99, 5430 Wettingen, Switzerland",Landstrasse 99,5430,Wettingen,Switzerland,47.4658547,8.3273079,4.1,368,ALDI SUISSE,ChIJXeEzBSptkEcRMm4QX_oETEA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1800,,
"Wambisterstrasse 5, 5412 Gebenstorf, Switzerland",Wambisterstrasse 5,5412,Gebenstorf,Switzerland,47.48904569999999,8.2442045,4.2,794,ALDI SUISSE,ChIJiUbc5xhrkEcRT6cC3-pMVt4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Hauptstrasse 132, 5070 Frick, Switzerland",Hauptstrasse 132,5070,Frick,Switzerland,47.5014245,8.0322959,4.3,639,ALDI SUISSE,ChIJO4jb3pdHkEcRA6ZFNWxTiDI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Bahnhofstrasse 31, 5400 Baden, Switzerland",Bahnhofstrasse 31,5400,Baden,Switzerland,47.47687699999999,8.308165099999998,4.1,76,ALDI SUISSE,ChIJ62FdFj9tkEcReBX11L81ERA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,0630,2000,,
"Zürcherstrasse 55, 8953 Dietikon, Switzerland",Zürcherstrasse 55,8953,Dietikon,Switzerland,47.4031325,8.406144200000002,4.2,520,ALDI SUISSE,ChIJZV0Rz0wMkEcROdqIGknfc3E,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Bernstrasse 378, 8953 Dietikon, Switzerland",Bernstrasse 378,8953,Dietikon,Switzerland,47.3855111,8.3957628,4.3,671,ALDI SUISSE,ChIJzaEOONINkEcRtMs3ORRfvN0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Neue Aarburgerstrasse 22, 4852 Rothrist, Switzerland",Neue Aarburgerstrasse 22,4852,Rothrist,Switzerland,47.3063371,7.8862152,4.5,193,ALDI SUISSE,ChIJK0em2CsvkEcRJkKvAeIfH0w,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Dammstrasse 24, 8112 Otelfingen, Switzerland",Dammstrasse 24,8112,Otelfingen,Switzerland,47.4594554,8.4013037,4.2,578,ALDI SUISSE,ChIJb6QGv8tykEcR5Fc1yfnWSuQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Im Grund 18, 5014 Gretzenbach, Switzerland",Im Grund 18,5014,Gretzenbach,Switzerland,47.35882009999999,7.989114499999999,4.2,453,ALDI SUISSE,ChIJndRT6vA6kEcRaTyGhmgbKGs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,2000,0730,1830,0730,1800,,
"Flüelerstrasse 34, 6460 Altdorf, Switzerland",Flüelerstrasse 34,6460,Altdorf,Switzerland,46.8875562,8.634229999999999,4.1,413,ALDI SUISSE,ChIJEcBNy39DhUcRTB0sXlmQdLU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,1830,0730,2000,0730,1700,,
"Rue des Draizes 7, 2000 Neuchâtel, Switzerland",Rue des Draizes 7,2000,Neuchâtel,Switzerland,46.9888147,6.902913199999999,3.7,966,ALDI SUISSE Neuchâtel,ChIJTaUF1OfhjUcRDMjCQCtDkiI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2000,0800,1900,0800,1800,,
"Rue Saint-Honoré 18, 2000 Neuchâtel, Switzerland",Rue Saint-Honoré 18,2000,Neuchâtel,Switzerland,46.99056779999999,6.930406,4.0,200,ALDI SUISSE Neuchâtel,ChIJj0WAq4kLjkcRfrZYnaV6Ne8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2000,0800,1900,0800,1800,,
"Via Ceresio 40, 6963 Lugano, Switzerland",Via Ceresio 40,6963,Lugano,Switzerland,46.0213687,8.9664223,4.2,567,ALDI SUISSE,ChIJgZJFq8QzhEcRVxXi7Yfp0Yk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via della Posta 12, 6600 Locarno, Switzerland",Via della Posta 12,6600,Locarno,Switzerland,46.1676948,8.7970098,4.1,912,ALDI SUISSE,ChIJJbucVs3JhUcRGa9RbgP-InE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Viale Serfontana 16, 6834 Morbio Inferiore, Switzerland",Viale Serfontana 16,6834,Morbio,Switzerland,45.8463937,9.0149633,4.2,744,ALDI SUISSE,ChIJDRBMDa-ChkcRoNj9O1LHb3o,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Chiodenda 7, 6982 Agno, Switzerland",Via Chiodenda 7,6982,Agno,Switzerland,45.9961727,8.904395,4.2,797,ALDI SUISSE,ChIJVVVVVUQthEcRL-2GfRTz-Hg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2100,0800,1900,0800,1830,,
"Via Cantonale 95, 6595 Lavertezzo, Switzerland",Via Cantonale 95,6595,Lavertezzo,Switzerland,46.1758797,8.8904166,4.2,550,ALDI,ChIJaTMy24O1hUcRAgXHuO9hISw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Val Gersa 4, 6900 Massagno, Switzerland",Via Val Gersa 4,6900,Massagno,Switzerland,46.01508,8.9409035,4.3,149,ALDI SUISSE,ChIJ0Z8f-XAzhEcRBImzaXnSfwc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Alessandro Volta 22, 6830 Chiasso, Switzerland",Via Alessandro Volta 22,6830,Chiasso,Switzerland,45.8360322,9.0350013,4.2,864,ALDI SUISSE,ChIJp7muF0adhkcRpkZ38fwjrd4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via S. Martino 16, 6850 Mendrisio, Switzerland",Via S. Martino 16,6850,Mendrisio,Switzerland,45.87551,8.98446,4.5,140,ALDI SUISSE,ChIJ9UxuviophEcRCRgmdBNCQuY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via della Posta 23, 6934 Bioggio, Switzerland",Via della Posta 23,6934,Bioggio,Switzerland,46.016478,8.9125138,4.2,114,ALDI SUISSE,ChIJg3guYdQzhEcRAk6TxX2sOmk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2100,0730,1900,0730,1830,,
"Via Prati dei Vizi 10, 6616 Losone, Switzerland",Via Prati dei Vizi 10,6616,Losone,Switzerland,46.16390620000001,8.769884200000002,4.3,490,ALDI SUISSE,ChIJM8EXtxXIhUcRbfi51PstVLE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2100,0800,1900,0800,1830,,
"St. Leonhard-Strasse 39, 9000 St. Gallen, Switzerland",St. Leonhard-Strasse 39,9000,St.,Switzerland,47.4219374,9.3700459,4.3,408,ALDI SUISSE,ChIJDa_VlVUfm0cRmXblZ0jwg48,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Zürcherstrasse 462, 9015 St. Gallen, Switzerland",Zürcherstrasse 462,9015,St.,Switzerland,47.408303,9.305735,4.3,191,ALDI SUISSE,ChIJj9HeP0LgmkcRZ8rdyu-ISz0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0900,1900,0900,1900,0900,1900,0900,2100,0900,1900,0900,1700,,
"Fürstenlandstrasse 149, 9014 St. Gallen, Switzerland",Fürstenlandstrasse 149,9014,St.,Switzerland,47.4105792,9.3378588,4.3,528,ALDI,ChIJUcFKpyfgmkcRdYFd44Lm9lg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1700,,
"Lerchentalstrasse 14, 9016 St. Gallen, Switzerland",Lerchentalstrasse 14,9016,St.,Switzerland,47.4433547,9.4168712,4.2,464,ALDI,ChIJAak44JAem0cRHdAUk1bLRqk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,2000,0730,1900,0730,1700,,
"Rue Antoine-Carteret 22, 1202 Genève, Switzerland",Rue Antoine-Carteret 22,1202,Genève,Switzerland,46.2125388,6.1338134,4.2,689,ALDI,ChIJO6ECY9tkjEcRgF38tHwXhIs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2100,0800,1930,0800,1800,,
"Prom. de l'Europe 11, 1203 Genève, Switzerland",Prom. de l'Europe 11,1203,Genève,Switzerland,46.2082281,6.124303899999999,4.3,355,ALDI,ChIJnarUzZFljEcR_ihT-Eh5NKU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1930,0800,1930,0800,1800,,
"Rue du Grand Bay 21, 1220 Vernier, Switzerland",Rue du Grand Bay 21,1220,Vernier,Switzerland,46.2210364,6.1092743,4.0,549,ALDI,ChIJ9XFbAplkjEcR4kxrQsTyOQw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,2000,0800,1900,0800,1800,,
"Rte de Chancy 71, 1213 Petit-Lancy, Switzerland",Rte de Chancy 71,1213,Petit-Lancy,Switzerland,46.187067,6.111350000000001,4.0,438,ALDI SUISSE,ChIJTYqE9kZ7jEcRzv7rilX4XLI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1900,0800,1900,0800,1900,0800,1930,0800,1930,0800,1800,,
"Alte Steinhauserstrasse 10, 6330 Cham, Switzerland",Alte Steinhauserstrasse 10,6330,Cham,Switzerland,47.1873752,8.4757201,4.2,656,ALDI SUISSE,ChIJG_aReJoAkEcRK9tuIEGLXPE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1700,,
"Fbg Saint-Germain 2, 2900 Porrentruy, Switzerland",Fbg Saint-Germain 2,2900,Porrentruy,Switzerland,47.4164475,7.077144,4.3,117,ALDI SUISSE,ChIJIZbxagP3kUcRkDizh5fhhw8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,1830,0800,1830,0800,1830,0800,2000,0800,1830,0800,1700,,
"Rue du Stand 1, 2800 Delémont, Switzerland",Rue du Stand 1,2800,Delémont,Switzerland,47.3635186,7.3453133,4.0,435,ALDI SUISSE,ChIJdeCnKdLnkUcRzZUvvS3Yki4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1830,0730,1830,0730,1830,0730,2000,0730,1830,0730,1700,,
"Pleine-Eau 5, 2710 Tavannes, Switzerland",Pleine-Eau 5,2710,Tavannes,Switzerland,47.2156835,7.192976699999998,4.1,598,ALDI SUISSE,ChIJ75Ha0XodjkcRgkjccEayCLM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1700,,
"Länggasse 47, 1796 Gurwolf, Switzerland",Länggasse 47,1796,Gurwolf,Switzerland,46.9177619,7.1081611,4.2,435,ALDI SUISSE Gurwolf,ChIJ4YMgdSxpjkcR-ilJh3FR8Qk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2100,0730,1600,,
"Aldi Suisse Strasse 2 Zweigniederlassung, 6035 Perlen, Switzerland",Aldi Suisse Strasse 2 Zweigniederlassung,6035,Perlen,Switzerland,47.1138698,8.3662685,4.2,203,ALDI SUISSE AG,ChIJc6WeSeImkEcRHIwGnUq59_E,Monday,Tuesday,Wednesday,Thursday,Friday,,,0730,1400,0730,1400,0730,1400,0730,1400,0730,1400,,,,
"St. Jakobs-Strasse 397, 4052 Basel, Switzerland",St. Jakobs-Strasse 397,4052,Basel,Switzerland,47.5408958,7.619995899999999,4.4,15,ALDI SUISSE,ChIJlYFnDVi5kUcRkfNLCzvZPe0,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0900,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,1800,,
"Niederstettenstrasse 3, 9536 Jonschwil, Switzerland",Niederstettenstrasse 3,9536,Jonschwil,Switzerland,47.44752869999999,9.0669778,3.7,142,ALDI,ChIJF5oyLHjpmkcRLGZ2n1NccTE,,,,,,,,,,,,,,,,,,,,,
"Oberdorfstrasse 9, 6340 Baar, Switzerland",Oberdorfstrasse 9,6340,Baar,Switzerland,47.19634260000001,8.530022800000001,4.1,382,ALDI SUISSE,ChIJ_clCPzGqmkcRRdhrQ7H2Jxg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Zugerstrasse 66, 6403 Küssnacht, Switzerland",Zugerstrasse 66,6403,Küssnacht,Switzerland,47.1072463,8.4502211,4.2,582,ALDI Küssnacht am Rigi,ChIJz0qlsZr_j0cRokPVOTJcoSw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2100,0730,2100,0730,2000,,
"Kägiswilerstrasse 39, 6060 Sarnen, Switzerland",Kägiswilerstrasse 39,6060,Sarnen,Switzerland,46.90593630000001,8.256004800000001,4.2,455,ALDI SUISSE,ChIJw7BsjjLyj0cRaut0FHnieW4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,1800,,
"Av. de la Gare 22, 1700 Fribourg, Switzerland",Av. de la Gare 22,1700,Fribourg,Switzerland,46.8033966,7.153619499999999,4.2,133,ALDI SUISSE Fribourg,ChIJz79xmWJpjkcRaXyMmBA7n3s,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0830,1900,0830,1900,0830,1900,0830,1900,0830,2000,0800,1600,,
"Gätzlistrasse 9, 6440 Ingenbohl, Switzerland",Gätzlistrasse 9,6440,Ingenbohl,Switzerland,47.00270279999999,8.620789799999997,4.4,462,ALDI SUISSE,ChIJSUAJnE1RhUcRFYwLGHjfC3s,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2100,0730,2000,,
"Zugerstrasse 1, 8805 Richterswil, Switzerland",Zugerstrasse 1,8805,Richterswil,Switzerland,47.2050777,8.706696400000002,4.3,290,ALDI,ChIJ0cFNXvKxmkcRi7aSxoodR7g,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,,
"Firststrasse 19, 8835 Feusisberg, Switzerland",Firststrasse 19,8835,Feusisberg,Switzerland,47.1898888,8.7400171,4.3,605,ALDI,ChIJwxhWMNezmkcRSU4vv_CDxGA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Cilanderstrasse 10, 9100 Herisau, Switzerland",Cilanderstrasse 10,9100,Herisau,Switzerland,47.3872943,9.2741128,4.3,544,ALDI SUISSE,ChIJ72_exinemkcRUo_a_8V8c5I,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,0730,2000,,
"Knotternstrasse 4, 9423 Thal, Switzerland",Knotternstrasse 4,9423,Thal,Switzerland,47.4845118,9.547466,4.1,554,ALDI SUISSE,ChIJndF-KIgam0cRJuibE7qQsTE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Wilerstrasse 82, 9200 Gossau, Switzerland",Wilerstrasse 82,9200,Gossau,Switzerland,47.4182601,9.2359282,4.2,512,ALDI,ChIJRV9DfjHnmkcRclP3hC0Pk5U,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Oberrieterstrasse 85, 9450 Altstätten, Switzerland",Oberrieterstrasse 85,9450,Altstätten,Switzerland,47.36423990000001,9.556320099999999,4.4,533,ALDI SUISSE,ChIJLaQdYmI9m0cRD7O5kMuFkfk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Balgacherstrasse 205, 9435 Heerbrugg, Switzerland",Balgacherstrasse 205,9435,Heerbrugg,Switzerland,47.4089423,9.623643200000002,4.3,449,ALDI SUISSE,ChIJm8lhAJAWm0cRsjNf9JWNR78,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Wilerstrasse 117, 9230 Flawil, Switzerland",Wilerstrasse 117,9230,Flawil,Switzerland,47.4154613,9.1801654,3.9,15,ALDI SUISSE,ChIJy-L6-l_nmkcRW7Z7dRuv-wE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Rietwisstrasse 11, 9630 Wattwil, Switzerland",Rietwisstrasse 11,9630,Wattwil,Switzerland,47.2960729,9.092631800000001,4.2,378,ALDI,ChIJa9bCic_EmkcR6NSWoSsLBTY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Säumergutstrasse 3, 8718 Schänis, Switzerland",Säumergutstrasse 3,8718,Schänis,Switzerland,47.1553166,9.039966,4.3,375,ALDI SUISSE,ChIJ75tkk0HNhEcRSpvW2OrWBUg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Wiesentalstrasse 2, 8730 Uznach, Switzerland",Wiesentalstrasse 2,8730,Uznach,Switzerland,47.2288377,8.965241999999998,4.2,492,ALDI,ChIJbZGgvMPImkcR0OZOChGzDGk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0730,1900,0730,1900,0730,1900,0730,1900,0730,2000,0730,1700,,
"Hansmatt, 6370 Stans, Switzerland",Hansmatt,6370,Stans,Switzerland,46.9677106,8.352157600000002,4.3,49,ALDI SUISSE,ChIJ5wN2suf3j0cRk4lt7RgwZOE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1800,,
"Webergasse 34, 4058 Basel, Switzerland",Webergasse 34,4058,Basel,Switzerland,47.5620687,7.592274199999999,4.1,487,ALDI SUISSE,ChIJo2JqCrC5kUcR0lfUAxDE2MA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,0800,2000,0800,2000,0800,2000,0800,2000,0800,2000,0800,1800,,
