Unnamed: 0,Address,Street Name,Zip Code,City,Country,Latitude,Longitude,Rating,Number of Ratings,Place Name,Place ID,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Monday_Open,Monday_Close,Tuesday_Open,Tuesday_Close,Wednesday_Open,Wednesday_Close,Thursday_Open,Thursday_Close,Friday_Open,Friday_Close,Saturday_Open,Saturday_Close,Sunday_Open,Sunday_Close,Canton
171,"Seetalstrasse 1, 5630 Muri, Switzerland",Seetalstrasse 1,5630,Muri,Switzerland,47.27284289999999,8.341126899999999,4.3,878,Coop Supermarkt Muri AG,ChIJ5zTNyCIFkEcRCxyUMbBGw_4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Aargau
172,"Poststrasse 1, 5436 Würenlos, Switzerland",Poststrasse 1,5436,Würenlos,Switzerland,47.4431066,8.3623841,4.1,351,Coop Supermarkt Würenlos,ChIJ6505XqESkEcR-sPAQjwEEKc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Aargau
173,"Jurastrasse 42, 5430 Wettingen, Switzerland",Jurastrasse 42,5430,Wettingen,Switzerland,47.4583916,8.329298800000002,4.4,1140,Coop Supermarkt Wettingen Tägipark,ChIJlfH8XNQSkEcRQjO2a8V48x8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,Aargau
174,"Bünzweg 2, 5504 Othmarsingen, Switzerland",Bünzweg 2,5504,Othmarsingen,Switzerland,47.40074509999999,8.2155976,4.2,153,Coop Supermarkt Othmarsingen,ChIJ12YNDDIUkEcR-Cj5yMfwE2k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1800.0,,,Aargau
175,"Igelweid 10, 5000 Aarau, Switzerland",Igelweid 10,5000,Aarau,Switzerland,47.3915702,8.0458671,4.2,468,Coop City,ChIJB2a_SO87kEcRb1kowJLsRGM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1800.0,,,Aargau
176,"Tellistrasse 67, 5004 Aarau, Switzerland",Tellistrasse 67,5004,Aarau,Switzerland,47.3984877,8.0586177,4.2,568,coop supermarkt,ChIJY1CdI_w7kEcR0tfl_PRwnhM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,Aargau
177,"Alte Bahnhofstrasse 2, 5610 Wohlen, Switzerland",Alte Bahnhofstrasse 2,5610,Wohlen,Switzerland,47.3502336,8.270475800000002,4.3,641,Coop Supermarkt Wohlen,ChIJNyXWdh8RkEcRp8NCcw8YgR4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,730.0,2000.0,,,Aargau
178,"Shopping-Raststätte A1, 5436 Würenlos, Switzerland",Shopping-Raststätte A1,5436,Würenlos,Switzerland,47.43836,8.34718,4.2,112,Coop Supermarkt Würenlos Autobahnraststätte,ChIJuQdYyz0TkEcRljUbFIfJFLo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,830.0,2100.0,730.0,2100.0,730.0,2100.0,Aargau
179,"Kuhgässlistrasse 7, 5303 Würenlingen, Switzerland",Kuhgässlistrasse 7,5303,Würenlingen,Switzerland,47.52496800000001,8.2444185,4.3,1449,Coop Supermarkt Würenlingen Aarepark,ChIJQeZ_vEpqkEcRQNsi1-6YbCg,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,Aargau
180,"Bahnhofstrasse 20, 5605 Dottikon, Switzerland",Bahnhofstrasse 20,5605,Dottikon,Switzerland,47.3815232,8.2391242,4.1,271,Coop Supermarkt Dottikon,ChIJd6cSqaUWkEcRi2yTXADSa4s,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1800.0,,,Aargau
181,"Dorfpl. 1, 5612 Villmergen, Switzerland",Dorfpl. 1,5612,Villmergen,Switzerland,47.34690920000001,8.2448201,4.0,330,Coop Supermarkt Villmergen,ChIJm_ioJNUQkEcRW-9tr_2uZ7I,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,730.0,2000.0,,,Aargau
182,"Hauserstrasse 43, 5210 Windisch, Switzerland",Hauserstrasse 43,5210,Windisch,Switzerland,47.4744566,8.213286499999997,4.0,189,Coop Supermarkt Windisch Hauserstrasse,ChIJU6_U4stqkEcRPS3KTzU21mo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1800.0,,,Aargau
183,"Hauserstrasse 1, 5242 Lupfig, Switzerland",Hauserstrasse 1,5242,Lupfig,Switzerland,47.4492263,8.2149276,4.2,985,Coop Supermarkt Lupfig,ChIJAQ59ehgVkEcRmRIUxwwI2mI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,Aargau
184,"Langhaus 5, 5400 Baden, Switzerland",Langhaus 5,5400,Baden,Switzerland,47.4766804,8.306975600000001,4.2,1138,Coop Supermarkt Baden Bahnhof,ChIJxReABcdskEcRjpW5Fsh9OWA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,600.0,2100.0,800.0,2000.0,Aargau
185,"Bahnhofstrasse 28, 5400 Baden, Switzerland",Bahnhofstrasse 28,5400,Baden,Switzerland,47.4758225,8.3079958,4.1,564,Coop Supermarkt City Baden Food,ChIJD0IBEMdskEcRAK5lMn48hsI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,830.0,1900.0,830.0,1900.0,830.0,2000.0,830.0,1900.0,830.0,1900.0,800.0,1800.0,,,Aargau
186,"Hellgasse 3, 6460 Altdorf, Switzerland",Hellgasse 3,6460,Altdorf,Switzerland,46.881008,8.6457131,4.2,296,Coop Supermarkt Altdorf,ChIJFzgumIVDhUcRdZ22XOc9BKQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,2100.0,730.0,1700.0,,,Uri
187,"Vordere Hofstatt 4, 6472 Erstfeld, Switzerland",Vordere Hofstatt 4,6472,Erstfeld,Switzerland,46.8243562,8.649029999999998,4.3,233,Coop Supermarkt Erstfeld,ChIJ_ZKWthZChUcRn1W25waIFHo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,2000.0,730.0,1700.0,,,Uri
188,"Militärstrasse 9A, 6467 Schattdorf, Switzerland",Militärstrasse 9A,6467,Schattdorf,Switzerland,46.85523479999999,8.645036,4.2,216,Coop Supermarkt Schattdorf Tellpark,ChIJQ1DvLbFDhUcRBzoSiqY-w6k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,1830.0,800.0,2000.0,800.0,1700.0,,,Uri
189,"Dorfstrasse 5, 6467 Schattdorf, Switzerland",Dorfstrasse 5,6467,Schattdorf,Switzerland,46.8655174,8.654784400000002,4.3,78,Coop Supermarkt Schattdorf,ChIJfabnecBDhUcRzSYBPOvw0bc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1700.0,,,Uri
190,"Bahnhofpl. 2, 6460 Altdorf, Switzerland",Bahnhofpl. 2,6460,Altdorf,Switzerland,46.876444,8.631376900000001,4.1,182,Coop Pronto Shop Altdorf Bahnhof,ChIJY1nDTXZDhUcRm2xhMGcI1H4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,Uri
191,"Gotthardstrasse 2, 6467 Schattdorf, Switzerland",Gotthardstrasse 2,6467,Schattdorf,Switzerland,46.8698303,8.6508315,4.2,167,Coop Pronto Shop mit Tankstelle Altdorf Schattdorf,ChIJm_MsxpVDhUcR7vJzTVoqt8Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,530.0,2230.0,530.0,2230.0,530.0,2230.0,530.0,2230.0,530.0,2230.0,530.0,2230.0,530.0,2230.0,Uri
192,"Oberer Steisteg 2, 6430 Schwyz, Switzerland",Oberer Steisteg 2,6430,Schwyz,Switzerland,47.0202152,8.6516214,4.4,228,Coop Supermarkt Schwyz,ChIJEXUhzThOhUcRVhsvT4xle_k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1800.0,,,Schwyz
193,"Bahnhofstrasse 36, 6440 Brunnen SZ, Switzerland",Bahnhofstrasse 36,6440,Brunnen,Switzerland,46.99646559999999,8.6073306,4.3,454,Coop Supermarkt Brunnen,ChIJo4dg8TpQhUcRAxcGIqhoq1o,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Solothurn
194,"Centralstrasse 5, 6410 Arth, Switzerland",Centralstrasse 5,6410,Arth,Switzerland,47.0504381,8.5503426,4.3,313,Coop Supermarkt Goldau,ChIJKzczN1ZRhUcRH-_JbEm4rUM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Schwyz
195,"Luzernerstrasse 38, 6353 Weggis, Switzerland",Luzernerstrasse 38,6353,Weggis,Switzerland,47.0335798,8.4266366,4.3,114,Coop Supermarkt Weggis,ChIJAZwQNS75j0cRRSNLfElNkow,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1700.0,,,Luzern
196,"Bahnhofstrasse 1, 6410 Goldau, Switzerland",Bahnhofstrasse 1,6410,Goldau,Switzerland,47.0491063,8.5495994,4.1,984,Coop Supermarkt Goldau Bahnhof,ChIJ6a3WX1ZRhUcRmLGhzm2XlOE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,700.0,2200.0,Schwyz
197,"Bahnhofstrasse 46, 6440 Brunnen SZ, Switzerland",Bahnhofstrasse 46,6440,Brunnen,Switzerland,46.9993699,8.610096400000002,4.5,141,Coop Pronto Shop Brunnen Bahnhof,ChIJ43SkJDBQhUcRGA1eFfemWDc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,500.0,2300.0,Solothurn
198,"Hinterbergstrasse 6A, 6318 Walchwil, Switzerland",Hinterbergstrasse 6A,6318,Walchwil,Switzerland,47.0990936,8.5174278,4.4,24,Coop Supermarkt Walchwil,ChIJYWbhBMRVhUcRMHi9mC7biyA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,700.0,1900.0,730.0,1700.0,,,Zug
199,"Steinbislin 3, 6423 Seewen, Switzerland",Steinbislin 3,6423,Seewen,Switzerland,47.0326829,8.628576500000001,4.2,170,Coop Pronto Shop mit Tankstelle Seewen Steinbislin,ChIJsTO4K-BRhUcRYLxaTqGGlyo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,Schwyz
200,"Nähseydi 6, 6374 Buochs, Switzerland",Nähseydi 6,6374,Buochs,Switzerland,46.9791833,8.416130299999999,4.3,477,Coop Supermarkt Buochs,ChIJjbg8dPn3j0cRbzb8xG-6CGU,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Nidwalden
201,"Via S. Gottardo 41, 6780 Airolo, Switzerland",Via S. Gottardo 41,6780,Airolo,Switzerland,46.5284291,8.6106924,4.2,150,Coop Supermercato Airolo,ChIJk8WGLKR1hUcR48ayLz4M-hY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,1830.0,,,Ticino
202,"Bahnhofstrasse 156, 6423 Seewen, Switzerland",Bahnhofstrasse 156,6423,Seewen,Switzerland,47.0279307,8.6315393,4.2,190,Coop Pronto Shop mit Tankstelle Seewen Bahnhofstrasse,ChIJDc1hKeBRhUcRDZw1Q9s6JYY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,Schwyz
203,"Gotthardstrasse 30, 6490 Andermatt, Switzerland",Gotthardstrasse 30,6490,Andermatt,Switzerland,46.6345109,8.596472200000001,4.2,597,Coop Supermarkt Andermatt,ChIJk0Zti41xhUcRTSbk91zuGXo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1830.0,730.0,1800.0,,,Uri
204,"Molliserstrasse 41, 8754 Netstal, Switzerland",Molliserstrasse 41,8754,Netstal,Switzerland,47.0678935,9.058626899999998,4.3,539,Coop Supermarkt Netstal Wiggispark,ChIJ94tn8xQthUcRpvpnsCb7T0s,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,1900.0,,,Glarus
205,"Titliszentrum 5, 6390 Engelberg, Switzerland",Titliszentrum 5,6390,Engelberg,Switzerland,46.820588,8.4047017,4.2,734,Coop,ChIJfY7qB3NghUcR3CsHwwrQo2w,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,1800.0,900.0,1800.0,Obwalden
206,"Rue de la Pierre-à-Mazel 10, 2000 Neuchâtel, Switzerland",Rue de la Pierre-à-Mazel 10,2000,Neuchâtel,Switzerland,46.9951537,6.9439315,4.3,1038,Coop Supermarché Neuchâtel Maladière,ChIJW70_XSMKjkcRId6rO2fi5ms,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,2000.0,800.0,1900.0,800.0,1800.0,,,Neuchâtel
207,"Gare de Neuchâtel 3, 2000 Neuchâtel, Switzerland",Gare de Neuchâtel 3,2000,Neuchâtel,Switzerland,46.9968215,6.9361694,4.0,97,Coop Supermarché Neuchatel Gare,ChIJ12RyrxkKjkcRbeKuL8kYhzc,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,Neuchâtel
208,"Rue de la Treille 4, 2000 Neuchâtel, Switzerland",Rue de la Treille 4,2000,Neuchâtel,Switzerland,46.9905282,6.9296358,4.0,362,Coop Supermarché Neuchâtel La Treille,ChIJhbcC2RMKjkcRjpOIoQo6LUQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,2000.0,730.0,1900.0,730.0,1800.0,,,Neuchâtel
209,"Rue des Poudrières 137, 2000 Neuchâtel, Switzerland",Rue des Poudrières 137,2000,Neuchâtel,Switzerland,46.9881663,6.9093795,3.9,306,Coop Supermarché Neuchâtel Vauseyon,ChIJlaQW6ODhjUcRim3_grugDeI,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,2000.0,730.0,1900.0,730.0,1800.0,,,Neuchâtel
210,"Rue des Epancheurs 3, 2000 Neuchâtel, Switzerland",Rue des Epancheurs 3,2000,Neuchâtel,Switzerland,46.9900165,6.930166799999999,4.1,1078,Coop City Neuchâtel,ChIJGYGpSJ4LjkcR1maa3-iaV6Y,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,2000.0,800.0,1900.0,800.0,1800.0,,,Neuchâtel
211,"Espa. de l'Europe 3, 2000 Neuchâtel, Switzerland",Espa. de l'Europe 3,2000,Neuchâtel,Switzerland,46.9968716,6.936719600000001,3.9,453,Coop Pronto Neuchâtel Gare,ChIJ13jwVRgKjkcRMwHt0EX8J5Q,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0,Neuchâtel
212,"Rue des Uttins 1, 2034 Peseux, Switzerland",Rue des Uttins 1,2034,Peseux,Switzerland,46.9884853,6.8912339,4.0,495,Coop Supermarché Peseux,ChIJz1Gss-rhjUcR5l9cmO-h1kk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,2000.0,730.0,1900.0,730.0,1800.0,,,Neuchâtel
213,"Pl. des Halles 13, 2000 Neuchâtel, Switzerland",Pl. des Halles 13,2000,Neuchâtel,Switzerland,46.9904338,6.9286542,5.0,8,Coopérative des Halles,ChIJj2BGhhEKjkcRSBOVEU9EjbA,,,,,,,,,,,,,,,,,,,,,,Neuchâtel
214,"Rue des Epancheurs 3, 2000 Neuchâtel, Switzerland",Rue des Epancheurs 3,2000,Neuchâtel,Switzerland,46.9900165,6.930166799999999,4.1,308,Coop Restaurant Neuchâtel,ChIJOcRX2BMKjkcR2owp-bJfhmQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,1900.0,800.0,1900.0,800.0,1900.0,800.0,2000.0,800.0,1900.0,800.0,1800.0,,,Neuchâtel
215,"Röschibachstrasse 22, 8037 Zürich, Switzerland",Röschibachstrasse 22,8037,Zürich,Switzerland,47.39277389999999,8.524647000000002,3.9,326,Coop Supermarkt Zürich Wipkingerbrücke,ChIJ-Vog-GkKkEcRSpN3HDvClnY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Zürich
216,"Scheffelstrasse 12, 8037 Zürich, Switzerland",Scheffelstrasse 12,8037,Zürich,Switzerland,47.3938049,8.529575200000002,3.9,337,Coop Supermarkt Zürich Scheffelstrasse,ChIJWcZrL2kKkEcRdFqDH3JcdDE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,,,Zürich
217,"Milchbuckstrasse 1/5, 8057 Zürich, Switzerland",Milchbuckstrasse 1/5,8057,Zürich,Switzerland,47.39567,8.5404066,3.8,441,Coop Supermarkt Zürich Milchbuck,ChIJXU7khXAKkEcRyiofAm8qceM,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,,,Zürich
218,"Universitätstrasse 101, 8006 Zürich, Switzerland",Universitätstrasse 101,8006,Zürich,Switzerland,47.3839569,8.5480604,3.7,120,Coop Supermarkt Zürich Rigiplatz,ChIJ6UrCT6CgmkcRc66BhyTAc04,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,730.0,2100.0,,,Zürich
219,"Universitätstrasse 73, 8006 Zürich, Switzerland",Universitätstrasse 73,8006,Zürich,Switzerland,47.3825177,8.548023800000001,3.9,276,Coop Supermarkt Zürich Universitätstrasse,ChIJkzTA46CgmkcRdMqv-tjwERQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,730.0,2100.0,,,Zürich
220,"Schwamendingenstrasse 39, 8050 Zürich, Switzerland",Schwamendingenstrasse 39,8050,Zürich,Switzerland,47.4076242,8.5490836,4.0,287,Coop Supermarkt Zürich Dorflinde,ChIJk3synY8KkEcRPiSd8bYbHLo,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,,,Zürich
221,"Hofwiesenstrasse 370, 8050 Zürich, Switzerland",Hofwiesenstrasse 370,8050,Zürich,Switzerland,47.41119589999999,8.5444925,4.1,441,Coop,ChIJ1WK49PgLkEcRRjRLrDyP_qs,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,,,Zürich
222,"Röntgenstrasse 48, 8005 Zürich, Switzerland",Röntgenstrasse 48,8005,Zürich,Switzerland,47.38475269999999,8.527192099999997,4.0,221,Coop Supermarkt Zürich Josefstrasse,ChIJBw6ifhQKkEcRfijxLgDRXOQ,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,,,Zürich
223,"Wallisellenstrasse 1, 8050 Zürich, Switzerland",Wallisellenstrasse 1,8050,Zürich,Switzerland,47.4103731,8.5466843,4.3,1159,Coop Supermarkt City Zürich Oerlikon Food,ChIJB1QWpoYKkEcRgWviq2UyNOk,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,1800.0,,,Zürich
224,"Andreasstrasse 5, 8050 Zürich, Switzerland",Andreasstrasse 5,8050,Zürich,Switzerland,47.41290499999999,8.5473555,4.3,137,Coop Supermarkt Zürich Andreasturm,ChIJIbLL9VYLkEcRbWHefo1OQxw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,630.0,2000.0,630.0,2000.0,630.0,2000.0,630.0,2000.0,630.0,2000.0,800.0,2000.0,,,Zürich
225,"Wallisellenstrasse 333, 8050 Zürich, Switzerland",Wallisellenstrasse 333,8050,Zürich,Switzerland,47.41136949999999,8.5625841,4.1,349,Coop Supermarkt Zürich Precisa,ChIJ91SLpnugmkcRpZoFHIFAWyY,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,730.0,2000.0,,,Zürich
226,"Tessinerpl. 10, 8002 Zürich, Switzerland",Tessinerpl. 10,8002,Zürich,Switzerland,47.3645195,8.5308191,3.8,78,Coop Supermarkt Zürich Enge Bahnhof,ChIJd6HCBvkJkEcR-p95T4wTZsw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,700.0,2200.0,800.0,2200.0,Zürich
227,"Giessereistrasse 18, 8005 Zürich, Switzerland",Giessereistrasse 18,8005,Zürich,Switzerland,47.3907648,8.5182885,4.1,243,Coop Supermarkt Zürich Puls 5,ChIJXWesJkEKkEcRMMVu8fdKVq4,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,800.0,1800.0,,,Zürich
228,"Lindenpl. 6, 8048 Zürich, Switzerland",Lindenpl. 6,8048,Zürich,Switzerland,47.3876386,8.485384600000001,4.0,348,Coop Supermarkt Zürich Lindenplatz,ChIJeZIZA8kLkEcRrBtlVEevG5k,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,,,Zürich
229,"Neue Winterthurerstrasse 82, 8304 Wallisellen, Switzerland",Neue Winterthurerstrasse 82,8304,Wallisellen,Switzerland,47.4094811,8.5962266,4.1,109,Coop Supermarkt Wallisellen Richti-Shopping,ChIJZQIQK1KgmkcRw-eGTZy1VFw,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,800.0,2100.0,,,Zürich
230,"Am Suteracher 14, 8048 Zürich, Switzerland",Am Suteracher 14,8048,Zürich,Switzerland,47.389955,8.4720952,4.2,167,Coop Supermarkt Zürich Suteracher,ChIJ6bEo5eoLkEcRo5q89S3axQ8,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Zürich
231,"Hohlstrasse 35, 8004 Zürich, Switzerland",Hohlstrasse 35,8004,Zürich,Switzerland,47.3771023,8.526500900000002,4.0,389,Coop Supermarkt Zürich Hohlstrasse,ChIJteWyVyIKkEcRed52ybQo6ts,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,,,Zürich
232,"In der Ey 85, 8047 Zürich, Switzerland",In der Ey 85,8047,Zürich,Switzerland,47.370577,8.4921401,4.2,267,Coop Supermarkt Zürich Triemli,ChIJU5wHWdULkEcRVLrX-Y3gI88,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,,,Zürich
233,"Vulkanpl., 8048 Zürich, Switzerland",Vulkanpl.,8048,Zürich,Switzerland,47.3921018,8.490131300000002,4.1,464,Coop Supermarkt Zürich Westlink,ChIJn6zJrbcLkEcRbx0r_Fr7fVA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,800.0,2000.0,Zürich
234,"Im Zentrum 1, 8105 Regensdorf, Switzerland",Im Zentrum 1,8105,Regensdorf,Switzerland,47.4315226,8.469446300000001,4.3,143,Coop Supermarkt Regensdorf Zentrum,ChIJP9wCHl4LkEcR5Blke61jVqE,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,,,Zürich
